x z      bx bz     nx        nz
2.54 287.02 -0.0020254 -2.1945 -0.328769 0.00196614
2.54 289.56 -0.0024505 -2.19 -0.328281 0.00230954
2.54 292.1 -0.0029193 -2.1847 -0.32836 0.00256806
2.54 294.64 -0.0034327 -2.1783 -0.328927 0.00243826
2.54 297.18 -0.0039911 -2.1709 -0.32839 0.00186072
2.54 299.72 -0.0045943 -2.1624 -0.328892 0.000101118
2.54 302.26 -0.0052414 -2.1526 -0.328772 0.00173104
2.54 304.8 -0.0059312 -2.1414 -0.328103 0.0026387
2.54 307.34 -0.0066614 -2.1288 -0.328407 0.00171403
2.54 309.88 -0.0074294 -2.1148 -0.329009 0.00269133
2.54 337.82 -0.01704 -1.8468 -0.289862 0.00313352
2.54 340.36 -0.017862 -1.8119 -0.285524 0.00371511
2.54 342.9 -0.018648 -1.7754 -0.278165 0.00304109
2.54 345.44 -0.01939 -1.7373 -0.273279 0.0036689
2.54 347.98 -0.020083 -1.6978 -0.266664 0.00464789
2.54 350.52 -0.020721 -1.657 -0.261381 0.00470604
2.54 353.06 -0.021299 -1.6149 -0.255535 0.00404611
2.54 355.6 -0.021812 -1.5718 -0.249479 0.00334573
2.54 358.14 -0.022257 -1.5277 -0.239908 0.0048068
2.54 360.68 -0.02263 -1.4828 -0.235484 0.00347232
5.08 185.42 0.0014306 -2.1694 -0.329856 -0.00106575
5.08 187.96 0.001342 -2.1707 -0.329221 -0.000353847
5.08 190.5 0.0012726 -2.172 -0.327541 0.00163279
5.08 193.04 0.0012216 -2.1733 -0.329382 -0.000747291
5.08 195.58 0.0011878 -2.1745 -0.328433 0.0010369
5.08 198.12 0.0011697 -2.1756 -0.329208 0.000175622
5.08 200.66 0.0011655 -2.1768 -0.3291 0.00117131
5.08 203.2 0.001173 -2.178 -0.328665 -0.000259431
5.08 205.74 0.0011903 -2.1791 -0.329324 -0.000212382
5.08 208.28 0.0012149 -2.1803 -0.328686 0.00137686
5.08 236.22 0.0014343 -2.1954 -0.328586 0.0020599
5.08 238.76 0.0014152 -2.1968 -0.3295 -0.000179996
5.08 241.3 0.0013856 -2.1982 -0.3282 0.00124215
5.08 243.84 0.0013444 -2.1996 -0.328409 0.00158774
5.08 246.38 0.0012901 -2.2009 -0.329636 -0.000108976
5.08 248.92 0.0012212 -2.2022 -0.328873 0.000624873
5.08 251.46 0.0011355 -2.2034 -0.328799 0.0014965
5.08 254 0.0010306 -2.2045 -0.328193 0.00221275
5.08 256.54 0.00090325 -2.2055 -0.32955 -0.00140861
5.08 259.08 0.00075011 -2.2063 -0.329064 0.00102915
5.08 287.02 -0.004019 -2.1951 -0.328931 0.00235469
5.08 289.56 -0.0048682 -2.1907 -0.328409 0.00114858
5.08 292.1 -0.0058051 -2.1854 -0.329514 0.00127273
5.08 294.64 -0.0068316 -2.1792 -0.329184 0.00341892
5.08 297.18 -0.0079485 -2.1718 -0.32888 0.00180581
5.08 299.72 -0.0091555 -2.1633 -0.329416 0.000320236
5.08 302.26 -0.010451 -2.1536 -0.329509 0.00164747
5.08 304.8 -0.011832 -2.1425 -0.328677 0.00326233
5.08 307.34 -0.013294 -2.13 -0.329485 0.00207485
5.08 309.88 -0.014833 -2.1159 -0.328175 0.00420457
5.08 337.82 -0.034102 -1.8481 -0.289565 0.00852271
5.08 340.36 -0.035753 -1.8131 -0.284771 0.00687938
5.08 342.9 -0.037329 -1.7765 -0.277947 0.00943078
5.08 345.44 -0.038818 -1.7384 -0.274085 0.00650138
5.08 347.98 -0.040208 -1.6988 -0.266667 0.00820295
5.08 350.52 -0.041487 -1.6579 -0.261524 0.00695736
5.08 353.06 -0.042646 -1.6158 -0.255156 0.00772476
5.08 355.6 -0.043675 -1.5725 -0.248069 0.00820116
5.08 358.14 -0.044567 -1.5283 -0.24075 0.00869761
5.08 360.68 -0.045316 -1.4833 -0.23364 0.00872476
7.62 185.42 0.0021274 -2.1695 -0.328849 -0.000910709
7.62 187.96 0.0019949 -2.1708 -0.328806 5.97255e-05
7.62 190.5 0.0018916 -2.1721 -0.328647 -0.000374403
7.62 193.04 0.0018162 -2.1733 -0.32902 0.000747067
7.62 195.58 0.001767 -2.1745 -0.329199 0.000704372
7.62 198.12 0.0017416 -2.1757 -0.32944 -0.00139721
7.62 200.66 0.0017371 -2.1768 -0.329029 0.000262533
7.62 203.2 0.0017505 -2.178 -0.328683 0.00121442
7.62 205.74 0.0017784 -2.1791 -0.330392 -0.00179127
7.62 208.28 0.0018175 -2.1803 -0.329053 0.00158788
7.62 236.22 0.0021604 -2.1954 -0.328835 -0.000369307
7.62 238.76 0.0021327 -2.1969 -0.328206 0.00199209
7.62 241.3 0.0020893 -2.1983 -0.33004 -0.000492635
7.62 243.84 0.0020287 -2.1997 -0.329384 -0.000602113
7.62 246.38 0.0019489 -2.201 -0.328801 0.000816544
7.62 248.92 0.0018475 -2.2023 -0.329223 -0.000428923
7.62 251.46 0.0017214 -2.2035 -0.328035 0.00191109
7.62 254 0.0015667 -2.2046 -0.328568 0.00126759
7.62 256.54 0.001379 -2.2056 -0.328561 0.00151397
7.62 259.08 0.0011531 -2.2065 -0.3286 0.00150061
7.62 287.02 -0.0059488 -2.1961 -0.328737 0.00345975
7.62 289.56 -0.00722 -2.1918 -0.328972 0.00323531
7.62 292.1 -0.0086236 -2.1866 -0.329279 0.000309301
7.62 294.64 -0.010163 -2.1805 -0.329574 0.00277854
7.62 297.18 -0.011838 -2.1733 -0.329189 0.00286848
7.62 299.72 -0.01365 -2.1649 -0.328727 0.0040729
7.62 302.26 -0.015596 -2.1552 -0.328781 0.00185373
7.62 304.8 -0.017671 -2.1443 -0.328463 0.00462756
7.62 307.34 -0.01987 -2.1318 -0.328733 0.00306746
7.62 309.88 -0.022184 -2.1179 -0.328832 0.00535129
7.62 337.82 -0.051211 -1.8502 -0.290364 0.0100446
7.62 340.36 -0.053699 -1.8151 -0.283634 0.0105521
7.62 342.9 -0.056075 -1.7784 -0.279393 0.00917768
7.62 345.44 -0.05832 -1.7402 -0.273 0.0117272
7.62 347.98 -0.060415 -1.7005 -0.267351 0.0110304
7.62 350.52 -0.062344 -1.6594 -0.260196 0.0115947
7.62 353.06 -0.06409 -1.6171 -0.255679 0.0106553
7.62 355.6 -0.065642 -1.5737 -0.247885 0.0118012
7.62 358.14 -0.066986 -1.5294 -0.240449 0.011766
7.62 360.68 -0.068113 -1.4841 -0.234795 0.0128988
10.16 185.42 0.0028017 -2.1697 -0.329073 -0.000195104
10.16 187.96 0.0026257 -2.171 -0.328698 0.00123299
10.16 190.5 0.0024894 -2.1722 -0.328599 0.00196673
10.16 193.04 0.0023912 -2.1734 -0.32965 -0.00133578
10.16 195.58 0.0023283 -2.1745 -0.328421 0.0014857
10.16 198.12 0.0022977 -2.1757 -0.329484 -0.00120977
10.16 200.66 0.0022953 -2.1768 -0.329944 -0.00128144
10.16 203.2 0.002317 -2.1779 -0.329089 0.00199936
10.16 205.74 0.0023583 -2.1791 -0.329365 0.000379368
10.16 208.28 0.0024143 -2.1803 -0.329369 -0.00105702
10.16 236.22 0.0028973 -2.1954 -0.328838 0.00107534
10.16 238.76 0.0028618 -2.1969 -0.32927 -0.000285132
10.16 241.3 0.0028058 -2.1983 -0.329772 -0.00109799
10.16 243.84 0.0027273 -2.1997 -0.328666 0.00135222
10.16 246.38 0.0026238 -2.2011 -0.329818 -0.00119364
10.16 248.92 0.0024922 -2.2024 -0.328745 0.000444685
10.16 251.46 0.0023284 -2.2037 -0.329274 -0.00156699
10.16 254 0.0021274 -2.2048 -0.328543 0.00210876
10.16 256.54 0.0018834 -2.2059 -0.328371 -0.000465909
10.16 259.08 0.0015891 -2.2068 -0.327976 0.00183794
10.16 287.02 -0.0077823 -2.1975 -0.328161 0.00336831
10.16 289.56 -0.009472 -2.1934 -0.328014 0.00428775
10.16 292.1 -0.01134 -2.1884 -0.328526 0.000422762
10.16 294.64 -0.013391 -2.1824 -0.32805 0.00303763
10.16 297.18 -0.015625 -2.1753 -0.329096 0.00224744
10.16 299.72 -0.018044 -2.1671 -0.329152 0.00331593
10.16 302.26 -0.020643 -2.1576 -0.328412 0.00363551
10.16 304.8 -0.023418 -2.1467 -0.328403 0.00669774
10.16 307.34 -0.026359 -2.1345 -0.329647 0.00355522
10.16 309.88 -0.029456 -2.1207 -0.329322 0.00480483
10.16 337.82 -0.068388 -1.8532 -0.289764 0.0139301
10.16 340.36 -0.07173 -1.818 -0.285484 0.01229
10.16 342.9 -0.074921 -1.7812 -0.278883 0.0142536
10.16 345.44 -0.077935 -1.7427 -0.273662 0.0144087
10.16 347.98 -0.080748 -1.7029 -0.267254 0.0146004
10.16 350.52 -0.083337 -1.6616 -0.260785 0.0146594
10.16 353.06 -0.085682 -1.6191 -0.254695 0.0148112
10.16 355.6 -0.087764 -1.5754 -0.248137 0.0150118
10.16 358.14 -0.089567 -1.5308 -0.242542 0.015272
10.16 360.68 -0.091078 -1.4853 -0.234252 0.0159171
12.7 185.42 0.0034452 -2.1699 -0.328997 8.7918e-05
12.7 187.96 0.0032265 -2.1712 -0.328215 0.000841235
12.7 190.5 0.0030586 -2.1724 -0.328615 0.00092216
12.7 193.04 0.0029393 -2.1735 -0.329058 -0.000257041
12.7 195.58 0.0028653 -2.1746 -0.329265 7.48469e-06
12.7 198.12 0.0028324 -2.1757 -0.329796 -0.000533608
12.7 200.66 0.0028354 -2.1768 -0.328642 7.48389e-05
12.7 203.2 0.0028689 -2.1779 -0.329679 -0.00159316
12.7 205.74 0.002927 -2.179 -0.327883 0.0026581
12.7 208.28 0.0030036 -2.1802 -0.328687 0.000980932
12.7 236.22 0.0036484 -2.1955 -0.328762 -0.00124266
12.7 238.76 0.0036063 -2.1969 -0.328707 -0.0003409
12.7 241.3 0.003539 -2.1984 -0.328097 0.000647096
12.7 243.84 0.0034445 -2.1998 -0.32931 -0.000484535
12.7 246.38 0.0033196 -2.2012 -0.329366 0.00105068
12.7 248.92 0.0031608 -2.2026 -0.329684 -0.00138574
12.7 251.46 0.002963 -2.2039 -0.3282 0.00170565
12.7 254 0.0027202 -2.2051 -0.329983 -0.000768726
12.7 256.54 0.002425 -2.2062 -0.329645 0.000682522
12.7 259.08 0.0020685 -2.2072 -0.329584 -0.000579698
12.7 287.02 -0.009486 -2.1993 -0.328739 0.00197573
12.7 289.56 -0.01159 -2.1954 -0.328944 0.00333671
12.7 292.1 -0.013919 -2.1906 -0.328762 0.00344484
12.7 294.64 -0.01648 -2.1848 -0.328372 0.0041876
12.7 297.18 -0.019274 -2.1779 -0.328014 0.00394149
12.7 299.72 -0.022302 -2.1699 -0.329714 0.00258837
12.7 302.26 -0.025559 -2.1606 -0.328902 0.00416147
12.7 304.8 -0.029038 -2.15 -0.329067 0.0049994
12.7 307.34 -0.03273 -2.1379 -0.328079 0.00748771
12.7 309.88 -0.036621 -2.1242 -0.328817 0.00650581
12.7 337.82 -0.085659 -1.857 -0.292308 0.0157762
12.7 340.36 -0.089873 -1.8217 -0.28576 0.0164331
12.7 342.9 -0.093899 -1.7847 -0.278371 0.0163056
12.7 345.44 -0.097701 -1.746 -0.27388 0.0171717
12.7 347.98 -0.10125 -1.7059 -0.268132 0.017406
12.7 350.52 -0.10452 -1.6644 -0.260454 0.0182629
12.7 353.06 -0.10747 -1.6216 -0.2552 0.0186991
12.7 355.6 -0.1101 -1.5776 -0.248385 0.0198289
12.7 358.14 -0.11237 -1.5327 -0.241058 0.0189241
12.7 360.68 -0.11427 -1.4869 -0.236079 0.0200441
15.24 185.42 0.0040493 -2.1702 -0.329126 0.00106539
15.24 187.96 0.0037887 -2.1714 -0.328266 0.00188738
15.24 190.5 0.0035909 -2.1725 -0.329047 0.00151821
15.24 193.04 0.0034532 -2.1736 -0.328978 0.000778837
15.24 195.58 0.0033713 -2.1747 -0.328737 0.000650747
15.24 198.12 0.0033398 -2.1757 -0.328638 -8.93258e-06
15.24 200.66 0.0033525 -2.1768 -0.329896 -0.00140935
15.24 203.2 0.0034023 -2.1778 -0.328893 -0.0011337
15.24 205.74 0.0034819 -2.1789 -0.32879 0.00109642
15.24 208.28 0.0035836 -2.1801 -0.329672 -0.00120511
15.24 236.22 0.0044169 -2.1955 -0.329153 -0.000855697
15.24 238.76 0.0043694 -2.197 -0.328509 0.000984711
15.24 241.3 0.0042925 -2.1985 -0.32979 -0.00130691
15.24 243.84 0.0041839 -2.2 -0.328466 -0.00113349
15.24 246.38 0.0040406 -2.2014 -0.329013 -0.000850226
15.24 248.92 0.0038581 -2.2028 -0.329846 -0.000335708
15.24 251.46 0.0036309 -2.2041 -0.328253 0.00175452
15.24 254 0.0033518 -2.2053 -0.328248 0.00219476
15.24 256.54 0.0030121 -2.2065 -0.32829 0.000313213
15.24 259.08 0.0026011 -2.2076 -0.327904 -0.000264126
15.24 287.02 -0.011026 -2.2015 -0.32768 0.0024582
15.24 289.56 -0.013537 -2.1978 -0.32983 0.00321895
15.24 292.1 -0.016324 -2.1932 -0.327857 0.00455732
15.24 294.64 -0.019393 -2.1877 -0.328607 0.00328019
15.24 297.18 -0.022747 -2.1811 -0.328236 0.00539774
15.24 299.72 -0.026386 -2.1734 -0.329151 0.00300557
15.24 302.26 -0.030306 -2.1643 -0.32827 0.00490213
15.24 304.8 -0.034499 -2.1539 -0.327966 0.00804008
15.24 307.34 -0.038952 -2.1421 -0.329096 0.00823507
15.24 309.88 -0.043648 -2.1286 -0.327888 0.0101902
15.24 337.82 -0.10305 -1.8618 -0.291155 0.0194804
15.24 340.36 -0.10816 -1.8262 -0.286255 0.0198789
15.24 342.9 -0.11304 -1.789 -0.27984 0.0208689
15.24 345.44 -0.11766 -1.7501 -0.275334 0.019643
15.24 347.98 -0.12196 -1.7097 -0.268953 0.020946
15.24 350.52 -0.12593 -1.6678 -0.261562 0.0216839
15.24 353.06 -0.12951 -1.6247 -0.255766 0.0223606
15.24 355.6 -0.13269 -1.5803 -0.249342 0.0227164
15.24 358.14 -0.13545 -1.535 -0.241223 0.023906
15.24 360.68 -0.13775 -1.4888 -0.232562 0.0246748
17.78 185.42 0.0046045 -2.1705 -0.329175 -0.000419069
17.78 187.96 0.004303 -2.1716 -0.328707 0.000712506
17.78 190.5 0.0040776 -2.1727 -0.32811 0.000338174
17.78 193.04 0.0039247 -2.1737 -0.329174 0.000749851
17.78 195.58 0.003839 -2.1747 -0.329963 -0.00180555
17.78 198.12 0.0038139 -2.1757 -0.328483 0.00242523
17.78 200.66 0.0038415 -2.1767 -0.329771 -0.00162866
17.78 203.2 0.0039134 -2.1778 -0.330108 0.00105314
17.78 205.74 0.0040202 -2.1788 -0.328871 1.49399e-05
17.78 208.28 0.0041527 -2.18 -0.327807 0.00145843
17.78 236.22 0.005206 -2.1955 -0.328523 0.000882109
17.78 238.76 0.0051542 -2.1971 -0.328109 -0.0014538
17.78 241.3 0.0050693 -2.1986 -0.329926 -0.00172796
17.78 243.84 0.004949 -2.2001 -0.329307 -0.00137107
17.78 246.38 0.0047902 -2.2016 -0.328604 0.000602357
17.78 248.92 0.0045882 -2.203 -0.329486 -0.00138279
17.78 251.46 0.0043369 -2.2044 -0.329157 -0.000252519
17.78 254 0.0040282 -2.2057 -0.330464 -0.00199412
17.78 256.54 0.0036518 -2.2069 -0.330107 -0.00106609
17.78 259.08 0.0031955 -2.208 -0.328146 0.00151757
17.78 287.02 -0.012365 -2.2041 -0.328506 0.000534913
17.78 289.56 -0.015277 -2.2007 -0.330093 0.00155955
17.78 292.1 -0.018516 -2.1964 -0.329675 0.00234627
17.78 294.64 -0.02209 -2.1912 -0.328295 0.00543897
17.78 297.18 -0.026003 -2.1849 -0.32941 0.00392025
17.78 299.72 -0.030257 -2.1775 -0.32826 0.00789189
17.78 302.26 -0.034846 -2.1687 -0.328555 0.00663753
17.78 304.8 -0.039761 -2.1586 -0.32809 0.00805549
17.78 307.34 -0.044988 -2.147 -0.32863 0.00890374
17.78 309.88 -0.050507 -2.1339 -0.327899 0.010127
17.78 337.82 -0.12057 -1.8674 -0.292808 0.0199402
17.78 340.36 -0.12662 -1.8317 -0.287978 0.022102
17.78 342.9 -0.13239 -1.7942 -0.281009 0.0227576
17.78 345.44 -0.13785 -1.755 -0.27584 0.0231275
17.78 347.98 -0.14294 -1.7142 -0.26838 0.0241044
17.78 350.52 -0.14762 -1.6719 -0.262605 0.0249973
17.78 353.06 -0.15186 -1.6284 -0.257977 0.024415
17.78 355.6 -0.15561 -1.5836 -0.248348 0.0280207
17.78 358.14 -0.15886 -1.5377 -0.242407 0.0264905
17.78 360.68 -0.16158 -1.491 -0.233993 0.0281861
20.32 185.42 0.0051001 -2.1708 -0.32859 0.0016743
20.32 187.96 0.0047593 -2.1719 -0.328222 0.00208745
20.32 190.5 0.0045091 -2.1729 -0.3289 0.000903287
20.32 193.04 0.0043449 -2.1738 -0.328617 -0.000405734
20.32 195.58 0.0042605 -2.1748 -0.328429 0.000987744
20.32 198.12 0.0042478 -2.1757 -0.329012 -0.00163325
20.32 200.66 0.0042971 -2.1766 -0.329786 -0.00156489
20.32 203.2 0.004398 -2.1776 -0.329243 -0.0010545
20.32 205.74 0.0045394 -2.1787 -0.328961 -0.000864674
20.32 208.28 0.0047098 -2.1798 -0.329041 -0.000382823
20.32 236.22 0.0060187 -2.1956 -0.328689 0.000264662
20.32 238.76 0.0059636 -2.1971 -0.328424 0.000904444
20.32 241.3 0.005872 -2.1987 -0.329138 -0.00126944
20.32 243.84 0.0057422 -2.2002 -0.328996 -0.00187731
20.32 246.38 0.0055712 -2.2017 -0.331287 -0.00299168
20.32 248.92 0.0053543 -2.2032 -0.328655 -0.00106767
20.32 251.46 0.0050848 -2.2047 -0.329616 0.000957496
20.32 254 0.004754 -2.206 -0.328717 0.000736009
20.32 256.54 0.0043503 -2.2073 -0.327973 0.00211812
20.32 259.08 0.0038596 -2.2086 -0.328505 0.000494122
20.32 287.02 -0.013467 -2.207 -0.329047 0.000694772
20.32 289.56 -0.01677 -2.2039 -0.329474 0.00192344
20.32 292.1 -0.020454 -2.2001 -0.327824 0.0047978
20.32 294.64 -0.024529 -2.1952 -0.328645 0.00438404
20.32 297.18 -0.029002 -2.1893 -0.328555 0.00460879
20.32 299.72 -0.033874 -2.1822 -0.328296 0.00605435
20.32 302.26 -0.039139 -2.1738 -0.329491 0.00540908
20.32 304.8 -0.044788 -2.1641 -0.328286 0.00886108
20.32 307.34 -0.050803 -2.1528 -0.328258 0.00983539
20.32 309.88 -0.057162 -2.14 -0.327855 0.0115608
20.32 337.82 -0.13827 -1.8741 -0.293215 0.0240365
20.32 340.36 -0.14528 -1.8381 -0.287702 0.0249811
20.32 342.9 -0.15198 -1.8003 -0.281372 0.0257904
20.32 345.44 -0.15831 -1.7607 -0.276411 0.0267991
20.32 347.98 -0.16422 -1.7195 -0.270175 0.0279224
20.32 350.52 -0.16965 -1.6768 -0.26393 0.0281437
20.32 353.06 -0.17457 -1.6327 -0.256704 0.0297868
20.32 355.6 -0.17892 -1.5874 -0.249861 0.030795
20.32 358.14 -0.18268 -1.541 -0.241754 0.031654
20.32 360.68 -0.18582 -1.4937 -0.235468 0.0301254
22.86 185.42 0.0055247 -2.1712 -0.327865 0.00158908
22.86 187.96 0.0051462 -2.1722 -0.328508 0.00141672
22.86 190.5 0.0048745 -2.1731 -0.329287 -0.00170214
22.86 193.04 0.0047042 -2.174 -0.32947 -0.000527547
22.86 195.58 0.0046274 -2.1748 -0.328059 0.00178339
22.86 198.12 0.0046344 -2.1757 -0.329194 -0.00166417
22.86 200.66 0.0047136 -2.1766 -0.329152 -0.000320174
22.86 203.2 0.0048522 -2.1775 -0.329947 -0.00173537
22.86 205.74 0.0050368 -2.1785 -0.329346 -0.000485587
22.86 208.28 0.0052538 -2.1796 -0.32791 -0.000615653
22.86 236.22 0.0068577 -2.1956 -0.328692 -0.00073134
22.86 238.76 0.0067997 -2.1972 -0.328729 -0.000122677
22.86 241.3 0.0067025 -2.1988 -0.329124 0.000687443
22.86 243.84 0.0065652 -2.2004 -0.328389 -0.000394262
22.86 246.38 0.0063851 -2.2019 -0.329823 -0.0015876
22.86 248.92 0.006158 -2.2035 -0.328379 0.0013531
22.86 251.46 0.0058771 -2.205 -0.329638 -0.000515246
22.86 254 0.0055326 -2.2064 -0.329078 -0.00149694
22.86 256.54 0.0051121 -2.2078 -0.328692 0.000931803
22.86 259.08 0.0045997 -2.2091 -0.329044 -0.00105041
22.86 287.02 -0.014293 -2.2103 -0.328362 0.00304843
22.86 289.56 -0.017974 -2.2076 -0.329461 0.00155098
22.86 292.1 -0.022094 -2.2042 -0.329128 0.00522386
22.86 294.64 -0.026666 -2.1997 -0.329136 0.00647228
22.86 297.18 -0.031698 -2.1943 -0.32832 0.00642317
22.86 299.72 -0.037191 -2.1876 -0.327955 0.00795669
22.86 302.26 -0.043141 -2.1797 -0.329419 0.0055316
22.86 304.8 -0.049535 -2.1703 -0.32775 0.0106016
22.86 307.34 -0.056355 -2.1594 -0.328374 0.0112529
22.86 309.88 -0.063576 -2.1469 -0.327871 0.0122369
22.86 337.82 -0.15616 -1.8818 -0.294521 0.0276364
22.86 340.36 -0.16418 -1.8455 -0.288822 0.029198
22.86 342.9 -0.17185 -1.8072 -0.283475 0.0283177
22.86 345.44 -0.1791 -1.7672 -0.276629 0.030274
22.86 347.98 -0.18586 -1.7256 -0.269961 0.0306458
22.86 350.52 -0.19208 -1.6823 -0.264253 0.0325954
22.86 353.06 -0.1977 -1.6376 -0.256881 0.0337916
22.86 355.6 -0.20268 -1.5917 -0.249946 0.0348275
22.86 358.14 -0.20697 -1.5447 -0.242838 0.0356538
22.86 360.68 -0.21056 -1.4967 -0.235136 0.0359554
25.4 185.42 0.0058649 -2.1717 -0.328759 3.11997e-05
25.4 187.96 0.0054509 -2.1725 -0.328791 -0.000559081
25.4 190.5 0.0051619 -2.1733 -0.328476 0.00175984
25.4 193.04 0.0049915 -2.1741 -0.329931 -0.000349225
25.4 195.58 0.00493 -2.1748 -0.329267 0.000745113
25.4 198.12 0.0049658 -2.1756 -0.329541 -0.00187336
25.4 200.66 0.0050848 -2.1764 -0.328684 0.00103887
25.4 203.2 0.0052716 -2.1773 -0.328469 -0.00100892
25.4 205.74 0.0055101 -2.1783 -0.327923 0.000730347
25.4 208.28 0.005784 -2.1793 -0.328963 0.000366568
25.4 236.22 0.0077256 -2.1956 -0.328453 0.000686969
25.4 238.76 0.0076643 -2.1973 -0.328009 -0.000162612
25.4 241.3 0.0075619 -2.1989 -0.328539 0.00025138
25.4 243.84 0.0074184 -2.2006 -0.328544 0.000888374
25.4 246.38 0.0072324 -2.2022 -0.329601 -0.00117151
25.4 248.92 0.0069999 -2.2037 -0.329287 -0.000742575
25.4 251.46 0.0067143 -2.2053 -0.329135 0.00043825
25.4 254 0.0063657 -2.2068 -0.328532 0.00109742
25.4 256.54 0.0059402 -2.2083 -0.327451 0.00078116
25.4 259.08 0.0054205 -2.2097 -0.328164 0.00204539
25.4 287.02 -0.014799 -2.2139 -0.328713 0.00419829
25.4 289.56 -0.018845 -2.2117 -0.329142 0.00465562
25.4 292.1 -0.023391 -2.2087 -0.328691 0.00616652
25.4 294.64 -0.028453 -2.2048 -0.328282 0.0043164
25.4 297.18 -0.034042 -2.1998 -0.330278 0.00514353
25.4 299.72 -0.04016 -2.1937 -0.329453 0.00623015
25.4 302.26 -0.046802 -2.1862 -0.329615 0.00737413
25.4 304.8 -0.053956 -2.1773 -0.32854 0.0096463
25.4 307.34 -0.061601 -2.1669 -0.327534 0.011859
25.4 309.88 -0.069708 -2.1548 -0.328075 0.0129838
25.4 337.82 -0.17426 -1.8905 -0.296438 0.0294566
25.4 340.36 -0.18336 -1.8538 -0.290344 0.0305273
25.4 342.9 -0.19204 -1.8152 -0.284419 0.0328295
25.4 345.44 -0.20025 -1.7747 -0.279665 0.0342095
25.4 347.98 -0.20791 -1.7325 -0.271654 0.0354371
25.4 350.52 -0.21495 -1.6886 -0.265342 0.0362551
25.4 353.06 -0.22132 -1.6433 -0.258611 0.0374269
25.4 355.6 -0.22695 -1.5967 -0.250973 0.0385288
25.4 358.14 -0.23181 -1.5489 -0.243522 0.0392043
25.4 360.68 -0.23585 -1.5001 -0.23515 0.0390784
27.94 185.42 0.0061056 -2.1722 -0.330493 -0.00238498
27.94 187.96 0.0056588 -2.1729 -0.328116 0.00089139
