x z      bx bz     nx        nz
27.94 190.5 0.0053577 -2.1736 -0.328538 0.00018806
27.94 193.04 0.0051945 -2.1742 -0.329151 -0.00112605
27.94 195.58 0.0051578 -2.1748 -0.328827 0.000235418
27.94 198.12 0.0052333 -2.1755 -0.329368 -0.00181739
27.94 200.66 0.0054042 -2.1762 -0.327708 0.000373789
27.94 203.2 0.005652 -2.1771 -0.330595 -0.00251921
27.94 205.74 0.0059572 -2.178 -0.328389 0.000822392
27.94 208.28 0.0063004 -2.179 -0.329702 -0.000657131
27.94 236.22 0.0086247 -2.1957 -0.327803 0.000694364
27.94 238.76 0.0085587 -2.1974 -0.328959 -0.000438958
27.94 241.3 0.0084503 -2.1991 -0.329205 -0.00103425
27.94 243.84 0.0083013 -2.2007 -0.329114 0.000109808
27.94 246.38 0.0081116 -2.2024 -0.328738 0.000585621
27.94 248.92 0.0078784 -2.204 -0.327969 0.000851814
27.94 251.46 0.0075954 -2.2056 -0.32875 -0.00152267
27.94 254 0.0072526 -2.2072 -0.328745 0.000857273
27.94 256.54 0.0068353 -2.2087 -0.328575 0.00113955
27.94 259.08 0.0063245 -2.2103 -0.328947 -0.00153297
27.94 287.02 -0.014943 -2.2179 -0.328944 0.00401356
27.94 289.56 -0.019335 -2.2162 -0.329761 0.000887022
27.94 292.1 -0.024293 -2.2138 -0.329957 0.00471731
27.94 294.64 -0.029837 -2.2104 -0.328309 0.00511626
27.94 297.18 -0.035981 -2.206 -0.32718 0.00760832
27.94 299.72 -0.042727 -2.2004 -0.328279 0.00924687
27.94 302.26 -0.050071 -2.1935 -0.327575 0.0108082
27.94 304.8 -0.058001 -2.1851 -0.32868 0.01049
27.94 307.34 -0.066493 -2.1752 -0.328611 0.0125834
27.94 309.88 -0.075514 -2.1636 -0.329255 0.0115591
27.94 337.82 -0.19262 -1.9003 -0.296934 0.0329745
27.94 340.36 -0.20283 -1.8633 -0.291716 0.0339872
27.94 342.9 -0.2126 -1.8242 -0.285521 0.0366558
27.94 345.44 -0.22183 -1.7832 -0.279023 0.0369861
27.94 347.98 -0.23043 -1.7403 -0.271287 0.0394742
27.94 350.52 -0.23835 -1.6958 -0.26561 0.0405168
27.94 353.06 -0.2455 -1.6497 -0.258675 0.0404207
27.94 355.6 -0.25182 -1.6022 -0.252326 0.0417411
27.94 358.14 -0.25727 -1.5536 -0.244845 0.0426129
27.94 360.68 -0.26179 -1.5039 -0.235052 0.0450646
30.48 185.42 0.0062297 -2.1727 -0.328357 -0.000624354
30.48 187.96 0.0057531 -2.1733 -0.328313 0.00134907
30.48 190.5 0.0054461 -2.1738 -0.328865 -0.000652817
30.48 193.04 0.0052993 -2.1743 -0.327915 -2.87905e-05
30.48 195.58 0.0052988 -2.1748 -0.328557 0.00101123
30.48 198.12 0.0054274 -2.1753 -0.328206 0.00131042
30.48 200.66 0.0056648 -2.176 -0.329421 -0.000947381
30.48 203.2 0.0059889 -2.1767 -0.328857 0.00052547
30.48 205.74 0.0063763 -2.1776 -0.328378 0.000536241
30.48 208.28 0.0068038 -2.1786 -0.329888 -0.00153229
30.48 236.22 0.0095573 -2.1957 -0.328217 0.000295359
30.48 238.76 0.0094834 -2.1975 -0.328695 0.000741876
30.48 241.3 0.0093668 -2.1992 -0.328918 -0.000731039
30.48 243.84 0.0092116 -2.2009 -0.328329 0.000628285
30.48 246.38 0.0090196 -2.2026 -0.329071 0.00066877
30.48 248.92 0.0087897 -2.2042 -0.329278 -0.00217296
30.48 251.46 0.0085165 -2.2059 -0.329994 -0.00175199
30.48 254 0.0081902 -2.2075 -0.329626 -0.00136129
30.48 256.54 0.0077955 -2.2092 -0.329444 -0.000875491
30.48 259.08 0.0073116 -2.2108 -0.328571 0.000596892
30.48 287.02 -0.014675 -2.2222 -0.330057 0.00245358
30.48 289.56 -0.019392 -2.2211 -0.328614 0.00502588
30.48 292.1 -0.024747 -2.2192 -0.328609 0.00493679
30.48 294.64 -0.030763 -2.2165 -0.328763 0.00666479
30.48 297.18 -0.037456 -2.2127 -0.3278 0.00797472
30.48 299.72 -0.044834 -2.2078 -0.329062 0.00609528
30.48 302.26 -0.052891 -2.2015 -0.328257 0.00931593
30.48 304.8 -0.061613 -2.1937 -0.329274 0.00877729
30.48 307.34 -0.070976 -2.1844 -0.329022 0.0119078
30.48 309.88 -0.080943 -2.1734 -0.328619 0.0129828
30.48 337.82 -0.21124 -1.9113 -0.297322 0.0358785
30.48 340.36 -0.22265 -1.8739 -0.292114 0.0376093
30.48 342.9 -0.23356 -1.8343 -0.287149 0.040244
30.48 345.44 -0.24387 -1.7926 -0.280731 0.0404739
30.48 347.98 -0.25349 -1.7491 -0.273329 0.0430545
30.48 350.52 -0.26232 -1.7037 -0.267788 0.0434608
30.48 353.06 -0.27031 -1.6568 -0.260057 0.045802
30.48 355.6 -0.27736 -1.6084 -0.252081 0.0473993
30.48 358.14 -0.28343 -1.5588 -0.244312 0.0478882
30.48 360.68 -0.28845 -1.5082 -0.236062 0.04871
33.02 185.42 0.006217 -2.1733 -0.328075 0.00112674
33.02 187.96 0.0057146 -2.1737 -0.32865 -0.000766665
33.02 190.5 0.0054093 -2.174 -0.328523 0.000468169
33.02 193.04 0.0052897 -2.1743 -0.328927 -0.000631305
33.02 195.58 0.0053393 -2.1747 -0.329753 -0.00175119
33.02 198.12 0.0055372 -2.1751 -0.328884 -0.000760068
33.02 200.66 0.0058589 -2.1757 -0.328535 0.000623971
33.02 203.2 0.0062779 -2.1763 -0.329 -0.00228808
33.02 205.74 0.0067661 -2.1772 -0.32869 -0.00138109
33.02 208.28 0.0072957 -2.1781 -0.32996 -0.00129191
33.02 236.22 0.010525 -2.1958 -0.329616 -0.000315123
33.02 238.76 0.010438 -2.1976 -0.328478 0.000963909
33.02 241.3 0.010309 -2.1993 -0.32865 -0.00259433
33.02 243.84 0.010145 -2.2011 -0.328439 6.13459e-05
33.02 246.38 0.009951 -2.2028 -0.329063 -0.000946163
33.02 248.92 0.0097275 -2.2045 -0.328732 -8.54385e-05
33.02 251.46 0.0094709 -2.2062 -0.329654 0.000640821
33.02 254 0.0091721 -2.2079 -0.328717 0.000246288
33.02 256.54 0.0088154 -2.2096 -0.328954 -0.0010036
33.02 259.08 0.0083787 -2.2113 -0.329204 0.000180452
33.02 287.02 -0.013944 -2.2267 -0.327999 0.00427988
33.02 289.56 -0.01896 -2.2263 -0.329055 0.00201688
33.02 292.1 -0.024692 -2.2251 -0.328366 0.00613137
33.02 294.64 -0.031167 -2.2231 -0.328367 0.00567298
33.02 297.18 -0.038405 -2.22 -0.329468 0.007272
33.02 299.72 -0.046416 -2.2158 -0.327881 0.00920077
33.02 302.26 -0.055196 -2.2103 -0.327759 0.0107674
33.02 304.8 -0.06473 -2.2032 -0.328922 0.00995217
33.02 307.34 -0.074991 -2.1946 -0.329763 0.0106787
33.02 309.88 -0.085939 -2.1841 -0.327735 0.0157716
33.02 337.82 -0.23018 -1.9236 -0.299707 0.0405167
33.02 340.36 -0.24286 -1.8857 -0.293509 0.0412932
33.02 342.9 -0.25498 -1.8455 -0.28863 0.0430989
33.02 345.44 -0.26644 -1.8031 -0.28202 0.0456209
33.02 347.98 -0.27713 -1.7588 -0.275482 0.0472899
33.02 350.52 -0.28696 -1.7126 -0.268513 0.0472808
33.02 353.06 -0.29582 -1.6647 -0.259867 0.0488091
33.02 355.6 -0.30366 -1.6154 -0.253552 0.0507315
33.02 358.14 -0.31038 -1.5647 -0.246217 0.0516955
33.02 360.68 -0.31595 -1.5129 -0.23719 0.0533974
35.56 185.42 0.006044 -2.174 -0.328948 -0.0006645
35.56 187.96 0.0055205 -2.1741 -0.328665 -0.00172647
35.56 190.5 0.0052262 -2.1742 -0.327949 0.000641502
35.56 193.04 0.0051473 -2.1743 -0.328826 0.000941992
35.56 195.58 0.0052639 -2.1745 -0.329943 0.000118822
35.56 198.12 0.0055506 -2.1748 -0.328895 -0.000961507
35.56 200.66 0.0059782 -2.1752 -0.329604 -0.000394775
35.56 203.2 0.0065144 -2.1758 -0.329385 -0.00291433
35.56 205.74 0.0071259 -2.1766 -0.328842 0.0010086
35.56 208.28 0.0077791 -2.1775 -0.328616 -0.00164034
35.56 236.22 0.01153 -2.1959 -0.329746 -0.00280672
35.56 238.76 0.011422 -2.1977 -0.328953 -0.000493247
35.56 241.3 0.011274 -2.1995 -0.32922 -0.000835044
35.56 243.84 0.011096 -2.2013 -0.330504 -0.0033608
35.56 246.38 0.010897 -2.203 -0.32895 -0.00266257
35.56 248.92 0.010682 -2.2047 -0.328789 -0.00058753
35.56 251.46 0.010448 -2.2064 -0.329465 -0.000579498
35.56 254 0.010188 -2.2082 -0.328258 0.000596398
35.56 256.54 0.0098861 -2.21 -0.328203 0.000248523
35.56 259.08 0.0095185 -2.2118 -0.328455 -0.000411319
35.56 287.02 -0.012694 -2.2315 -0.328771 0.00230753
35.56 289.56 -0.017979 -2.2318 -0.327193 0.00518442
35.56 292.1 -0.024063 -2.2314 -0.328946 0.00528514
35.56 294.64 -0.03098 -2.2302 -0.328581 0.00624444
35.56 297.18 -0.038756 -2.228 -0.328259 0.00807711
35.56 299.72 -0.047402 -2.2245 -0.328532 0.00801694
35.56 302.26 -0.056916 -2.2198 -0.327472 0.00844717
35.56 304.8 -0.067282 -2.2136 -0.327415 0.012327
35.56 307.34 -0.078472 -2.2056 -0.328691 0.013202
35.56 309.88 -0.09044 -2.1959 -0.326413 0.016235
35.56 337.82 -0.24945 -1.9372 -0.301832 0.0439111
35.56 340.36 -0.26348 -1.8987 -0.295689 0.0444325
35.56 342.9 -0.27691 -1.8579 -0.289595 0.0472612
35.56 345.44 -0.2896 -1.8148 -0.28539 0.0468142
35.56 347.98 -0.30144 -1.7696 -0.276599 0.0510554
35.56 350.52 -0.31232 -1.7225 -0.270239 0.0517043
35.56 353.06 -0.32214 -1.6736 -0.261746 0.0527391
35.56 355.6 -0.3308 -1.623 -0.255761 0.0543817
35.56 358.14 -0.33823 -1.5712 -0.247616 0.055194
35.56 360.68 -0.34437 -1.5181 -0.240346 0.0561782
38.1 185.42 0.0056833 -2.1746 -0.327867 0.00256516
38.1 187.96 0.0051443 -2.1745 -0.329553 -0.00113701
38.1 190.5 0.0048723 -2.1744 -0.328695 0.0016671
38.1 193.04 0.0048504 -2.1743 -0.327718 0.00121217
38.1 195.58 0.0050544 -2.1743 -0.329608 -0.00157495
38.1 198.12 0.0054539 -2.1744 -0.328527 0.00189583
38.1 200.66 0.0060134 -2.1747 -0.329395 -0.00102153
38.1 203.2 0.0066941 -2.1752 -0.328741 -0.000140562
38.1 205.74 0.0074558 -2.1759 -0.328873 -0.00107313
38.1 208.28 0.0082584 -2.1768 -0.328046 -3.83703e-05
38.1 236.22 0.012575 -2.196 -0.328638 -0.000179199
38.1 238.76 0.012434 -2.1978 -0.329079 -3.5119e-05
38.1 241.3 0.012255 -2.1997 -0.328852 -0.00122992
38.1 243.84 0.012055 -2.2014 -0.329367 -0.000609346
38.1 246.38 0.011848 -2.2032 -0.327817 -8.11312e-05
38.1 248.92 0.01164 -2.2049 -0.329534 -0.00305441
38.1 251.46 0.011434 -2.2067 -0.329181 -0.00132032
38.1 254 0.011224 -2.2084 -0.328085 -0.000178199
38.1 256.54 0.010993 -2.2102 -0.328783 -6.94437e-05
38.1 259.08 0.010719 -2.2121 -0.329323 -0.00218367
38.1 287.02 -0.010864 -2.2365 -0.329285 0.00227567
38.1 289.56 -0.016381 -2.2376 -0.328014 0.00200551
38.1 292.1 -0.022788 -2.2381 -0.32796 0.00574458
38.1 294.64 -0.030129 -2.2378 -0.328165 0.0063387
38.1 297.18 -0.038432 -2.2365 -0.328003 0.00807085
38.1 299.72 -0.047713 -2.234 -0.328751 0.00765328
38.1 302.26 -0.057972 -2.2301 -0.328816 0.00838649
38.1 304.8 -0.069193 -2.2248 -0.328183 0.0130467
38.1 307.34 -0.081344 -2.2177 -0.329015 0.0113125
38.1 309.88 -0.094377 -2.2088 -0.328071 0.0154745
38.1 337.82 -0.26909 -1.9522 -0.303174 0.0460036
38.1 340.36 -0.28457 -1.9132 -0.297513 0.0480167
38.1 342.9 -0.29939 -1.8716 -0.2919 0.049893
38.1 345.44 -0.31341 -1.8277 -0.285165 0.0521666
38.1 347.98 -0.32649 -1.7816 -0.279146 0.0538492
38.1 350.52 -0.3385 -1.7334 -0.268796 0.0564383
38.1 353.06 -0.34934 -1.6833 -0.264138 0.0571817
38.1 355.6 -0.3589 -1.6315 -0.255818 0.0598341
38.1 358.14 -0.36709 -1.5783 -0.248007 0.0618353
38.1 360.68 -0.37383 -1.5239 -0.23896 0.0625533
40.64 185.42 0.0051021 -2.1753 -0.32888 -0.000677447
40.64 187.96 0.0045548 -2.1749 -0.328746 -0.000137327
40.64 190.5 0.0043188 -2.1745 -0.327697 0.000111896
40.64 193.04 0.0043736 -2.1741 -0.329062 -0.000644672
40.64 195.58 0.0046902 -2.1739 -0.328707 -0.000511062
40.64 198.12 0.0052314 -2.1738 -0.329822 -0.00111218
40.64 200.66 0.0059545 -2.174 -0.328724 -0.000334934
40.64 203.2 0.0068127 -2.1744 -0.328474 0.00140309
40.64 205.74 0.0077573 -2.175 -0.32788 0.00150528
40.64 208.28 0.0087402 -2.1759 -0.329 5.19525e-05
40.64 236.22 0.013659 -2.1961 -0.329157 -0.00267762
40.64 238.76 0.013469 -2.198 -0.328325 0.000716266
40.64 241.3 0.013246 -2.1999 -0.328516 0.000461691
40.64 243.84 0.013012 -2.2017 -0.32892 -0.00274982
40.64 246.38 0.012786 -2.2034 -0.328496 7.52087e-05
40.64 248.92 0.012584 -2.2051 -0.329441 -0.00163741
40.64 251.46 0.012409 -2.2068 -0.328158 -0.00149055
40.64 254 0.012258 -2.2086 -0.327894 -0.000484708
40.64 256.54 0.012118 -2.2104 -0.329138 -0.00229233
40.64 259.08 0.011963 -2.2124 -0.32904 -0.00110344
40.64 287.02 -0.008389 -2.2416 -0.328996 0.000739837
40.64 289.56 -0.014093 -2.2437 -0.328541 0.00432095
40.64 292.1 -0.020788 -2.2451 -0.328673 0.00588066
40.64 294.64 -0.028526 -2.2458 -0.328111 0.00758143
40.64 297.18 -0.037344 -2.2455 -0.328523 0.00571531
40.64 299.72 -0.047259 -2.2441 -0.328726 0.00909559
40.64 302.26 -0.058275 -2.2413 -0.3284 0.00824612
40.64 304.8 -0.070375 -2.237 -0.328298 0.0104931
40.64 307.34 -0.083525 -2.2309 -0.32845 0.0134504
40.64 309.88 -0.097671 -2.2228 -0.329618 0.0146509
40.64 337.82 -0.28913 -1.9688 -0.306124 0.0492282
40.64 340.36 -0.30618 -1.9291 -0.2994 0.0521335
40.64 342.9 -0.3225 -1.8868 -0.293174 0.0558465
40.64 345.44 -0.33794 -1.842 -0.288296 0.0558007
40.64 347.98 -0.35235 -1.7948 -0.28082 0.0587586
40.64 350.52 -0.36559 -1.7454 -0.27319 0.0593902
40.64 353.06 -0.37754 -1.694 -0.264668 0.0626585
40.64 355.6 -0.38806 -1.6408 -0.25808 0.0622371
40.64 358.14 -0.39706 -1.5861 -0.249614 0.0647847
40.64 360.68 -0.40445 -1.5301 -0.239796 0.0672681
43.18 185.42 0.0042617 -2.176 -0.328019 0.000460891
43.18 187.96 0.0037147 -2.1753 -0.329402 0.000145501
43.18 190.5 0.0035314 -2.1745 -0.329697 -0.00129365
43.18 193.04 0.0036873 -2.1739 -0.329268 -0.00198948
43.18 195.58 0.0041468 -2.1734 -0.328505 0.00138783
43.18 198.12 0.0048652 -2.1731 -0.328982 0.000415688
43.18 200.66 0.0057905 -2.1731 -0.3287 0.000423254
43.18 203.2 0.0068661 -2.1733 -0.329158 -0.00135503
43.18 205.74 0.0080332 -2.1739 -0.329417 -0.000667612
43.18 208.28 0.0092338 -2.1748 -0.329855 -0.00234453
43.18 236.22 0.014787 -2.1963 -0.328004 -8.27527e-05
43.18 238.76 0.014525 -2.1983 -0.327954 -0.00109223
43.18 241.3 0.014236 -2.2001 -0.327984 -0.00227354
43.18 243.84 0.01395 -2.2019 -0.328081 0.000204674
43.18 246.38 0.013694 -2.2036 -0.328428 0.00037565
43.18 248.92 0.013489 -2.2053 -0.326852 -0.000592584
43.18 251.46 0.013346 -2.207 -0.328131 0.00113535
43.18 254 0.013264 -2.2087 -0.329731 -0.000819729
43.18 256.54 0.013233 -2.2105 -0.329644 -0.00288615
43.18 259.08 0.013225 -2.2125 -0.32875 -0.00260115
43.18 287.02 -0.0051942 -2.2469 -0.328739 0.00325133
43.18 289.56 -0.011033 -2.25 -0.329025 0.00202329
43.18 292.1 -0.017974 -2.2525 -0.329516 0.00239335
43.18 294.64 -0.02608 -2.2543 -0.32882 0.00477882
43.18 297.18 -0.035394 -2.2552 -0.328999 0.0069115
43.18 299.72 -0.045941 -2.2549 -0.328419 0.0083797
43.18 302.26 -0.057726 -2.2533 -0.327801 0.0116045
43.18 304.8 -0.070731 -2.2501 -0.328679 0.01063
43.18 307.34 -0.08492 -2.2451 -0.32782 0.0151267
43.18 309.88 -0.10023 -2.2381 -0.327596 0.0172561
43.18 337.82 -0.3096 -1.987 -0.309133 0.0518563
43.18 340.36 -0.32834 -1.9467 -0.302272 0.055827
43.18 342.9 -0.34628 -1.9035 -0.296167 0.0569229
43.18 345.44 -0.36327 -1.8577 -0.290685 0.059317
43.18 347.98 -0.37912 -1.8093 -0.282316 0.063257
43.18 350.52 -0.39369 -1.7586 -0.275626 0.0639236
43.18 353.06 -0.40683 -1.7058 -0.267407 0.0673106
43.18 355.6 -0.4184 -1.6511 -0.258045 0.0695038
43.18 358.14 -0.42829 -1.5947 -0.249907 0.0708397
43.18 360.68 -0.43638 -1.537 -0.239996 0.0724713
45.72 185.42 0.003116 -2.1768 -0.328968 0.00100162
45.72 187.96 0.0025797 -2.1756 -0.328553 0.00125389
45.72 190.5 0.0024695 -2.1745 -0.328554 0.00127123
45.72 193.04 0.0027558 -2.1735 -0.328324 0.00263415
45.72 195.58 0.0033955 -2.1727 -0.329335 0.00131174
45.72 198.12 0.0043343 -2.1721 -0.329273 -0.00165631
45.72 200.66 0.0055089 -2.1719 -0.328503 0.000945653
45.72 203.2 0.0068506 -2.1721 -0.328242 0.00094834
45.72 205.74 0.0082883 -2.1726 -0.328093 0.000959591
45.72 208.28 0.0097519 -2.1735 -0.32827 -0.000531126
45.72 236.22 0.01596 -2.1966 -0.327852 0.000761212
45.72 238.76 0.015596 -2.1986 -0.329204 -0.00116845
45.72 241.3 0.015213 -2.2005 -0.328411 -0.000979944
45.72 243.84 0.01485 -2.2022 -0.327825 0.000502885
45.72 246.38 0.014545 -2.2039 -0.330041 -0.00249839
45.72 248.92 0.014326 -2.2055 -0.329104 -0.00373538
45.72 251.46 0.014212 -2.2071 -0.327457 -8.06455e-05
45.72 254 0.014207 -2.2087 -0.32917 4.11725e-05
45.72 256.54 0.014302 -2.2105 -0.32857 -0.000427341
45.72 259.08 0.014473 -2.2124 -0.329266 -0.00104974
45.72 287.02 -0.0011996 -2.2522 -0.328397 0.00246289
45.72 289.56 -0.0071094 -2.2564 -0.328495 0.00120872
45.72 292.1 -0.014246 -2.2602 -0.328655 0.00168068
45.72 294.64 -0.022684 -2.2632 -0.329505 0.00184373
45.72 297.18 -0.032474 -2.2654 -0.329611 0.00387674
45.72 299.72 -0.043647 -2.2664 -0.329044 0.00720403
45.72 302.26 -0.056212 -2.2661 -0.328205 0.00836264
45.72 304.8 -0.070151 -2.2642 -0.328072 0.0136759
45.72 307.34 -0.085424 -2.2604 -0.328464 0.0144959
45.72 309.88 -0.10197 -2.2546 -0.327204 0.0168143
45.72 337.82 -0.33055 -2.007 -0.311311 0.0553374
45.72 340.36 -0.35111 -1.9659 -0.305365 0.0603472
45.72 342.9 -0.37081 -1.9218 -0.298943 0.0634299
45.72 345.44 -0.38946 -1.8749 -0.290658 0.0649816
45.72 347.98 -0.40688 -1.8253 -0.285427 0.0682581
45.72 350.52 -0.4229 -1.7732 -0.277847 0.0688617
45.72 353.06 -0.43735 -1.7188 -0.268688 0.0716305
45.72 355.6 -0.45006 -1.6624 -0.260724 0.0734493
45.72 358.14 -0.46091 -1.6042 -0.251117 0.0749287
45.72 360.68 -0.46978 -1.5445 -0.242991 0.0752479
48.26 185.42 0.0016095 -2.1775 -0.328857 0.000510101
48.26 187.96 0.0010964 -2.1759 -0.327623 0.0022494
48.26 190.5 0.0010843 -2.1743 -0.329963 -0.00145107
48.26 193.04 0.0015372 -2.1729 -0.327942 0.0016389
48.26 195.58 0.0024026 -2.1718 -0.329225 0.000873546
48.26 198.12 0.0036145 -2.1709 -0.329019 0.000864005
48.26 200.66 0.005096 -2.1705 -0.328453 0.000978751
48.26 203.2 0.0067634 -2.1705 -0.329133 -0.00132874
48.26 205.74 0.0085302 -2.171 -0.329641 -0.00212264
48.26 208.28 0.010311 -2.1719 -0.328373 0.000974575
48.26 236.22 0.01718 -2.197 -0.329092 -0.0016143
48.26 238.76 0.016676 -2.199 -0.328045 -0.000455922
48.26 241.3 0.016161 -2.2009 -0.328412 0.00108104
48.26 243.84 0.015689 -2.2026 -0.329093 -0.00132297
48.26 246.38 0.015308 -2.2042 -0.328798 -0.00261367
48.26 248.92 0.015057 -2.2056 -0.328569 -0.00280032
48.26 251.46 0.014964 -2.2071 -0.328733 -0.000480812
48.26 254 0.015041 -2.2086 -0.329074 -0.000367322
48.26 256.54 0.015282 -2.2102 -0.329644 -0.000830492
48.26 259.08 0.015662 -2.2121 -0.328731 -0.00136943
48.26 287.02 0.0036844 -2.2575 -0.328381 0.000596709
48.26 289.56 -0.0022222 -2.263 -0.329001 0.00145374
48.26 292.1 -0.0094943 -2.2681 -0.328869 0.00201593
48.26 294.64 -0.018218 -2.2725 -0.329079 0.00327988
48.26 297.18 -0.028458 -2.2761 -0.328748 0.00465052
48.26 299.72 -0.04025 -2.2787 -0.328863 0.00665241
48.26 302.26 -0.053607 -2.2798 -0.32938 0.0072094
48.26 304.8 -0.068511 -2.2793 -0.330141 0.0087607
48.26 307.34 -0.084918 -2.2769 -0.328682 0.0130503
48.26 309.88 -0.10276 -2.2724 -0.32764 0.017451
48.26 337.82 -0.35201 -2.0289 -0.314465 0.0608195
48.26 340.36 -0.37454 -1.987 -0.309751 0.0625837
48.26 342.9 -0.39614 -1.942 -0.301494 0.0662041
48.26 345.44 -0.41661 -1.8939 -0.294295 0.0697333
48.26 347.98 -0.43574 -1.8429 -0.286991 0.0715717
48.26 350.52 -0.45334 -1.7892 -0.279856 0.0744198
48.26 353.06 -0.46921 -1.7331 -0.27122 0.076463
48.26 355.6 -0.48318 -1.6747 -0.261005 0.0793924
48.26 358.14 -0.49509 -1.6145 -0.251814 0.0825436
48.26 360.68 -0.5048 -1.5527 -0.243831 0.0825054
50.8 185.42 -0.00032458 -2.1783 -0.328725 0.00246221
50.8 187.96 -0.00079923 -2.1761 -0.329208 -9.33667e-05
50.8 190.5 -0.0006829 -2.174 -0.328322 0.00244621
50.8 193.04 -1.9339e-05 -2.1721 -0.328175 0.00226921
50.8 195.58 0.0011277 -2.1706 -0.329364 -0.00026347
50.8 198.12 0.0026776 -2.1694 -0.32806 0.00184177
50.8 200.66 0.0045364 -2.1687 -0.328798 0.000827228
50.8 203.2 0.0066022 -2.1686 -0.328008 0.0012013
50.8 205.74 0.0087695 -2.169 -0.330368 -0.00243421
50.8 208.28 0.010935 -2.1699 -0.329146 -0.000542392
50.8 236.22 0.018451 -2.1976 -0.328651 -0.000480378
50.8 238.76 0.017757 -2.1996 -0.329033 -0.00248154
50.8 241.3 0.017062 -2.2015 -0.328305 -0.000525934
50.8 243.84 0.016437 -2.2031 -0.328445 -0.00100686
50.8 246.38 0.015944 -2.2045 -0.328864 -0.00110654
50.8 248.92 0.015635 -2.2058 -0.33014 -0.00334898
50.8 251.46 0.015551 -2.2071 -0.328831 -0.00195258
50.8 254 0.01571 -2.2084 -0.328448 -0.000203753
50.8 256.54 0.016113 -2.2098 -0.327943 -1.2145e-05
50.8 259.08 0.016737 -2.2115 -0.328263 -0.000302203
50.8 287.02 0.0095574 -2.2627 -0.329069 -0.000247523
50.8 289.56 0.0037426 -2.2696 -0.328505 0.00218687
50.8 292.1 -0.0035924 -2.2761 -0.329018 0.0020744
50.8 294.64 -0.01255 -2.2822 -0.328957 0.00185059
50.8 297.18 -0.023206 -2.2874 -0.328109 0.00631954
50.8 299.72 -0.035607 -2.2916 -0.327891 0.00777605
50.8 302.26 -0.049767 -2.2944 -0.330419 0.00614478
50.8 304.8 -0.06567 -2.2955 -0.329448 0.00808483
50.8 307.34 -0.083267 -2.2947 -0.328729 0.0121222
50.8 309.88 -0.10248 -2.2916 -0.329564 0.0148062
50.8 337.82 -0.37402 -2.0529 -0.32035 0.0607348
50.8 340.36 -0.39868 -2.0102 -0.313148 0.0657483
50.8 342.9 -0.42234 -1.964 -0.304478 0.0710379
50.8 345.44 -0.44479 -1.9146 -0.299003 0.0734881
50.8 347.98 -0.46579 -1.8622 -0.289259 0.0776066
50.8 350.52 -0.48512 -1.8068 -0.28257 0.0791244
50.8 353.06 -0.50257 -1.7487 -0.272327 0.0813215
50.8 355.6 -0.51793 -1.6883 -0.263678 0.0842964
50.8 358.14 -0.53101 -1.6259 -0.253627 0.0872877
50.8 360.68 -0.54165 -1.5617 -0.24484 0.089269
